OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,TotalAmount,City,SellerID
ORD0024414,2022-05-08,CUST013966,P00048,3,27.84,0.15,77.15,Fort Worth,SELL01000
ORD0011942,2022-09-05,CUST019476,P00049,1,319.51,0.1,306.91,Columbus,SELL01322
ORD0029977,2020-05-16,CUST044266,P00029,1,142.52,0.2,139.52,New York,SELL00494
ORD0014488,2024-11-04,CUST023043,P00045,1,10.42,0.2,16.07,New York,SELL00931
ORD0090455,2022-11-11,CUST037595,P00024,4,94.09,0.05,434.64,Austin,SELL00661
ORD0090087,2023-11-25,CUST039392,P00031,5,64.67,0.0,328.1,Jacksonville,SELL01030
ORD0047478,2021-01-31,CUST042737,P00028,1,121.75,0.1,123.79,Austin,SELL00763
ORD0022231,2023-10-31,CUST021811,P00019,1,365.93,0.0,409.97,Fort Worth,SELL01548
ORD0028138,2020-10-27,CUST004900,P00031,5,82.35,0.25,322.61,Columbus,SELL00680
ORD0028442,2022-03-16,CUST014288,P00017,3,213.28,0.0,703.14,Los Angeles,SELL00974
ORD0067409,2023-02-21,CUST002778,P00021,3,526.25,0.05,1583.32,Los Angeles,SELL01143
ORD0090509,2021-08-31,CUST037351,P00011,4,321.55,0.15,1233.76,Jacksonville,SELL01934
ORD0016817,2023-10-29,CUST001475,P00032,2,242.97,0.1,485.08,Philadelphia,SELL00262
ORD0026744,2021-12-05,CUST049910,P00044,2,89.4,0.0,202.89,Denver,SELL00035
ORD0086045,2022-01-29,CUST014352,P00043,4,543.88,0.0,2440.16,San Jose,SELL00082
ORD0036842,2024-11-13,CUST038544,P00023,5,245.96,0.0,1329.7,Charlotte,SELL00305
ORD0063615,2022-08-20,CUST030158,P00014,3,25.17,0.0,83.82,San Francisco,SELL01583
ORD0029759,2024-04-03,CUST005905,P00047,4,188.1,0.05,773.91,San Diego,SELL00620
ORD0048272,2020-11-29,CUST035624,P00038,4,375.91,0.3,1247.43,Philadelphia,SELL01654
ORD0033256,2020-12-30,CUST046255,P00049,1,136.76,0.05,136.34,Jacksonville,SELL00745
ORD0052070,2021-10-20,CUST017865,P00045,1,541.54,0.0,593.25,Indianapolis,SELL01051
ORD0067955,2024-09-30,CUST037988,P00035,5,211.84,0.05,1070.65,Los Angeles,SELL00283
ORD0090756,2022-01-09,CUST010810,P00039,2,16.39,0.0,39.61,San Antonio,SELL00849
ORD0002392,2020-01-24,CUST044499,P00023,4,374.82,0.1,1457.64,Philadelphia,SELL00890
ORD0093667,2021-01-24,CUST044172,P00009,3,376.18,0.25,949.82,Chicago,SELL00923
ORD0080057,2020-05-10,CUST015262,P00034,4,184.12,0.2,598.31,Philadelphia,SELL00265
ORD0090441,2023-12-02,CUST020415,P00005,4,319.43,0.0,1386.21,New York,SELL00439
ORD0000967,2020-01-01,CUST044968,P00038,1,516.11,0.0,547.31,Indianapolis,SELL01770
ORD0072130,2021-03-23,CUST042500,P00007,2,103.53,0.2,187.99,Denver,SELL01766
ORD0080487,2022-11-20,CUST006025,P00018,5,430.44,0.05,2210.23,Charlotte,SELL01440
ORD0061146,2023-11-20,CUST014413,P00049,4,118.87,0.1,487.24,Phoenix,SELL00093
ORD0054316,2022-01-11,CUST017047,P00024,5,54.12,0.0,296.68,Chicago,SELL01841
ORD0066850,2022-10-04,CUST024412,P00014,4,174.57,0.0,737.13,Jacksonville,SELL00290
ORD0054373,2024-08-28,CUST013355,P00038,3,362.64,0.0,1145.56,San Diego,SELL01048
ORD0011669,2024-01-02,CUST045178,P00042,2,53.1,0.05,115.15,Denver,SELL01334
ORD0008267,2021-01-17,CUST048290,P00005,3,501.19,0.0,1629.17,Philadelphia,SELL01412
ORD0034567,2021-02-15,CUST048363,P00031,1,400.97,0.1,388.12,San Diego,SELL00666
ORD0006072,2021-05-15,CUST023528,P00001,1,136.76,0.0,151.71,Seattle,SELL01564
ORD0074740,2022-06-08,CUST028641,P00035,5,289.71,0.1,1412.32,San Francisco,SELL00015
ORD0066289,2023-01-20,CUST020097,P00020,4,263.64,0.05,1054.67,New York,SELL01970
ORD0030709,2021-07-08,CUST031629,P00016,4,127.01,0.2,433.14,Philadelphia,SELL00782
ORD0011966,2021-01-05,CUST019770,P00008,2,329.3,0.05,666.89,San Jose,SELL01565
ORD0014005,2022-04-15,CUST015085,P00050,5,273.44,0.2,1229.57,Washington,SELL00451
ORD0071068,2020-10-19,CUST000939,P00048,5,452.7,0.05,2337.04,New York,SELL00637
ORD0036074,2020-06-25,CUST021716,P00004,4,114.06,0.0,525.15,Los Angeles,SELL01263
ORD0048551,2022-10-29,CUST038426,P00023,5,287.23,0.1,1365.0,Houston,SELL00243
ORD0064781,2024-05-02,CUST037699,P00030,3,106.94,0.1,314.91,Columbus,SELL01692
ORD0069449,2021-12-18,CUST003672,P00003,3,353.99,0.05,1098.95,Dallas,SELL01697
ORD0057049,2023-07-06,CUST043806,P00035,1,514.4,0.0,607.19,Philadelphia,SELL00588
ORD0032343,2022-03-16,CUST032872,P00018,5,160.97,0.05,813.1,Columbus,SELL01058
ORD0014371,2024-04-25,CUST029593,P00032,4,80.27,0.0,340.66,Jacksonville,SELL00244
ORD0060742,2020-05-17,CUST004578,P00040,4,390.81,0.05,1560.8,San Francisco,SELL00425
ORD0091833,2024-01-08,CUST016745,P00016,4,39.14,0.15,146.84,San Diego,SELL01731
ORD0084538,2021-07-22,CUST022264,P00015,2,203.36,0.15,388.45,Los Angeles,SELL01730
ORD0038199,2024-10-09,CUST011871,P00041,1,451.44,0.2,404.76,Los Angeles,SELL01779
ORD0096794,2022-11-19,CUST010353,P00050,2,446.15,0.0,976.38,Jacksonville,SELL00970
ORD0094558,2024-12-27,CUST019058,P00022,2,151.11,0.1,298.68,Dallas,SELL01250
ORD0003307,2022-10-18,CUST030287,P00042,1,107.72,0.0,127.78,San Jose,SELL00218
ORD0078287,2024-09-28,CUST033983,P00013,2,68.81,0.0,161.61,Seattle,SELL00887
ORD0085878,2024-05-12,CUST049968,P00005,5,239.01,0.05,1198.56,Columbus,SELL00381
ORD0092317,2023-08-16,CUST003518,P00003,1,551.34,0.05,537.11,Columbus,SELL01604
ORD0082421,2022-01-04,CUST005160,P00009,3,243.0,0.1,719.89,Fort Worth,SELL01463
ORD0023336,2024-05-19,CUST044748,P00009,4,161.27,0.1,614.4,Los Angeles,SELL01321
ORD0066722,2020-09-11,CUST046989,P00016,2,378.45,0.0,758.52,New York,SELL01316
ORD0088979,2024-08-12,CUST027050,P00021,5,23.21,0.15,115.47,Philadelphia,SELL00306
ORD0069955,2020-10-21,CUST039257,P00017,1,593.51,0.0,647.05,Washington,SELL00782
ORD0025088,2024-01-12,CUST044800,P00049,4,528.18,0.2,1830.61,Houston,SELL00222
ORD0058869,2021-12-06,CUST012971,P00012,4,507.99,0.05,1934.51,Indianapolis,SELL00820
ORD0020365,2020-11-19,CUST041614,P00018,1,331.94,0.05,334.59,Washington,SELL00194
ORD0002969,2020-02-11,CUST003143,P00041,1,84.93,0.05,87.16,San Jose,SELL00838
ORD0049329,2022-12-29,CUST010000,P00041,5,557.93,0.05,2862.31,Chicago,SELL01101
ORD0081136,2022-06-29,CUST019212,P00037,5,115.35,0.0,688.88,Philadelphia,SELL00353
ORD0078636,2023-03-18,CUST007410,P00042,3,428.49,0.0,1288.49,San Jose,SELL01912
ORD0033447,2023-03-21,CUST038207,P00030,2,552.53,0.0,1238.17,Fort Worth,SELL01311
ORD0039208,2021-01-29,CUST003855,P00041,3,47.46,0.0,156.09,Columbus,SELL01246
ORD0073149,2022-09-30,CUST027146,P00047,2,260.08,0.0,572.4,Dallas,SELL00532
ORD0008385,2020-09-21,CUST008361,P00016,5,277.95,0.0,1460.67,Jacksonville,SELL00220
ORD0026181,2020-10-28,CUST003757,P00023,2,195.9,0.0,441.03,San Jose,SELL01606
ORD0029239,2020-01-09,CUST048053,P00013,3,42.95,0.05,152.74,Denver,SELL00561
ORD0076964,2023-07-03,CUST029818,P00015,4,200.97,0.1,782.34,Columbus,SELL00149
ORD0048222,2020-08-07,CUST022163,P00047,5,494.72,0.2,2086.27,Indianapolis,SELL00977
ORD0003786,2020-09-03,CUST022464,P00003,5,486.69,0.0,2639.88,Chicago,SELL01314
ORD0046068,2024-10-07,CUST025461,P00023,2,268.41,0.0,565.63,New York,SELL01220
ORD0044527,2021-06-23,CUST034503,P00001,2,515.66,0.1,985.73,Phoenix,SELL01047
ORD0063699,2023-06-09,CUST023992,P00004,4,274.68,0.0,1188.99,Jacksonville,SELL01323
ORD0038036,2023-09-24,CUST004431,P00026,3,64.12,0.2,176.31,Charlotte,SELL01986
ORD0025454,2023-07-16,CUST018504,P00050,4,542.18,0.1,2064.38,Los Angeles,SELL01464
ORD0070381,2024-03-30,CUST028337,P00045,4,210.65,0.15,780.5,Columbus,SELL00930
ORD0030663,2023-01-03,CUST017288,P00025,4,342.34,0.0,1444.33,Phoenix,SELL01423
ORD0013696,2021-04-30,CUST034239,P00005,5,118.2,0.05,636.93,Houston,SELL01915
ORD0009455,2020-03-20,CUST038282,P00041,3,275.42,0.05,827.62,Indianapolis,SELL00044
ORD0082513,2023-02-27,CUST029166,P00050,2,9.98,0.05,22.92,Seattle,SELL00230
ORD0055341,2023-07-21,CUST038778,P00042,5,331.02,0.0,1751.02,Columbus,SELL00985
ORD0076723,2022-01-23,CUST019931,P00022,4,379.77,0.0,1712.7,Houston,SELL00101
ORD0026331,2020-03-09,CUST033913,P00043,5,530.1,0.2,2237.57,Charlotte,SELL01711
ORD0036971,2022-04-04,CUST021458,P00010,3,13.3,0.05,46.72,Fort Worth,SELL00129
ORD0074903,2022-06-20,CUST011065,P00016,5,123.98,0.05,671.25,Jacksonville,SELL01872
ORD0010206,2024-06-08,CUST015319,P00008,4,401.45,0.15,1481.42,Chicago,SELL00528
ORD0060100,2022-04-29,CUST046471,P00006,1,59.91,0.05,70.44,Charlotte,SELL00278
ORD0060895,2022-10-15,CUST016009,P00001,2,76.11,0.15,153.3,Austin,SELL01752
ORD0020062,2022-07-16,CUST049450,P00048,4,66.44,0.0,280.8,Chicago,SELL00429
ORD0066340,2021-04-15,CUST046674,P00041,4,126.42,0.0,540.04,San Jose,SELL01436
ORD0030829,2021-03-22,CUST045642,P00008,1,182.78,0.25,160.07,Denver,SELL00286
ORD0095716,2024-03-30,CUST044113,P00004,3,61.18,0.0,208.8,Chicago,SELL00613
ORD0051562,2022-10-28,CUST024222,P00044,1,185.22,0.05,199.55,Jacksonville,SELL01692
ORD0061067,2020-08-29,CUST004862,P00027,5,445.97,0.0,2509.36,Los Angeles,SELL00044
ORD0082756,2020-03-02,CUST015759,P00036,4,32.46,0.0,142.07,San Francisco,SELL00646
ORD0017038,2023-12-28,CUST010044,P00023,3,109.77,0.15,316.25,Washington,SELL01356
ORD0011762,2021-07-08,CUST010579,P00004,3,450.14,0.05,1357.02,Houston,SELL00847
ORD0005958,2020-10-26,CUST026085,P00040,3,589.66,0.05,1684.83,San Francisco,SELL01309
ORD0019490,2021-02-19,CUST049047,P00035,3,448.86,0.0,1520.06,San Antonio,SELL01097
ORD0022380,2024-10-07,CUST008511,P00045,1,547.65,0.1,547.3,Denver,SELL01316
ORD0045913,2021-04-02,CUST040149,P00035,4,310.43,0.0,1477.81,Washington,SELL01723
ORD0058281,2020-12-07,CUST042145,P00002,1,139.95,0.1,134.42,San Diego,SELL00044
ORD0041693,2021-07-04,CUST026661,P00027,3,571.06,0.0,1803.46,Fort Worth,SELL00826
ORD0060865,2020-06-29,CUST028336,P00035,3,586.33,0.25,1319.33,Los Angeles,SELL01243
ORD0027852,2020-07-29,CUST034945,P00005,3,265.37,0.1,809.51,Houston,SELL01165
ORD0019973,2020-11-05,CUST041577,P00012,5,172.02,0.0,868.31,Denver,SELL01103
ORD0008814,2023-02-18,CUST015522,P00031,2,538.05,0.3,814.8,Columbus,SELL00688
ORD0001737,2024-04-20,CUST008330,P00048,1,346.18,0.1,328.25,Indianapolis,SELL01101
ORD0055054,2024-01-02,CUST007405,P00039,3,273.23,0.1,782.81,Charlotte,SELL01552
ORD0053129,2022-06-09,CUST010510,P00046,2,60.98,0.0,129.35,San Francisco,SELL01187
ORD0029947,2024-08-06,CUST023728,P00049,1,377.31,0.05,383.38,Phoenix,SELL00125
ORD0024507,2022-10-05,CUST033938,P00022,3,443.46,0.2,1076.93,Philadelphia,SELL00100
ORD0098606,2022-08-10,CUST008369,P00038,4,238.22,0.15,877.12,Charlotte,SELL00749
ORD0030511,2020-08-19,CUST011100,P00005,2,403.6,0.0,852.56,Phoenix,SELL01068
ORD0017907,2020-11-23,CUST037375,P00039,2,132.32,0.0,280.58,Los Angeles,SELL01024
ORD0047758,2024-09-26,CUST018422,P00032,2,329.97,0.0,694.64,Philadelphia,SELL01921
ORD0070303,2024-05-01,CUST040483,P00042,5,310.22,0.15,1480.24,Dallas,SELL01957
ORD0083451,2021-01-27,CUST013214,P00031,5,127.02,0.05,683.18,Fort Worth,SELL00905
ORD0071062,2023-06-15,CUST009487,P00016,5,416.14,0.25,1563.22,Washington,SELL01490
ORD0078365,2020-01-27,CUST014775,P00006,4,482.01,0.0,2032.44,San Antonio,SELL01315
ORD0009805,2022-01-19,CUST038268,P00036,2,298.7,0.05,574.95,Austin,SELL00054
ORD0022368,2022-04-12,CUST041511,P00010,3,495.62,0.05,1486.62,Columbus,SELL01328
ORD0061784,2022-05-10,CUST002324,P00025,2,469.65,0.0,1022.6,Chicago,SELL00782
ORD0073395,2022-01-28,CUST026682,P00030,1,41.2,0.05,44.55,Fort Worth,SELL00414
ORD0007863,2021-08-10,CUST004929,P00031,2,145.11,0.0,293.41,Philadelphia,SELL00005
ORD0058889,2024-04-08,CUST030030,P00044,4,407.18,0.1,1595.76,San Diego,SELL01660
ORD0056475,2024-03-21,CUST027501,P00012,4,85.26,0.0,380.93,Charlotte,SELL00452
ORD0038352,2023-08-09,CUST004530,P00046,4,45.9,0.0,226.86,Chicago,SELL01485
ORD0045622,2023-08-10,CUST039390,P00037,2,457.07,0.0,1036.19,Dallas,SELL00169
ORD0043609,2023-07-06,CUST028912,P00046,5,389.12,0.0,2047.33,Charlotte,SELL01501
ORD0048131,2022-01-01,CUST048247,P00033,3,411.15,0.0,1295.49,Denver,SELL00986
ORD0001247,2021-07-12,CUST013732,P00003,4,259.36,0.1,1014.62,San Francisco,SELL01987
ORD0040718,2023-12-11,CUST008762,P00027,2,292.6,0.1,553.36,San Antonio,SELL00347
ORD0034647,2021-09-26,CUST023507,P00034,3,430.56,0.0,1454.39,Charlotte,SELL00672
ORD0082828,2024-09-13,CUST017547,P00029,1,495.27,0.15,429.69,Dallas,SELL00117
ORD0095588,2021-07-19,CUST039443,P00027,3,398.67,0.2,1045.54,Denver,SELL01728
ORD0095234,2023-05-25,CUST031006,P00030,2,171.68,0.1,341.07,Austin,SELL00222
ORD0085062,2020-10-31,CUST047373,P00004,3,529.82,0.2,1434.53,San Jose,SELL01957
ORD0020363,2024-01-15,CUST049049,P00008,1,373.0,0.15,361.6,Fort Worth,SELL01218
ORD0010086,2021-06-19,CUST007089,P00017,5,563.58,0.0,3331.54,Los Angeles,SELL00576
ORD0016436,2021-12-17,CUST009714,P00004,3,308.03,0.1,837.95,San Antonio,SELL01937
ORD0053480,2020-11-16,CUST024293,P00029,3,323.54,0.0,1088.8,Washington,SELL01967
ORD0064869,2022-01-31,CUST028777,P00033,1,267.12,0.05,265.27,Denver,SELL01649
ORD0073401,2022-03-07,CUST022543,P00039,2,115.75,0.0,284.81,Houston,SELL01900
ORD0015043,2024-07-29,CUST017331,P00045,3,545.89,0.0,1848.93,Washington,SELL00920
ORD0089802,2020-03-25,CUST047334,P00045,2,235.93,0.2,456.18,Columbus,SELL01547
ORD0091212,2022-12-03,CUST006208,P00017,4,509.28,0.0,2149.58,Jacksonville,SELL00946
ORD0045828,2024-02-14,CUST038109,P00032,5,372.3,0.05,1984.9,Phoenix,SELL01288
ORD0051090,2023-08-16,CUST034619,P00011,1,358.8,0.1,371.04,San Jose,SELL01379
ORD0006607,2023-10-10,CUST048926,P00018,4,235.92,0.0,996.89,Washington,SELL01602
ORD0074986,2023-05-18,CUST033900,P00021,2,466.41,0.0,1112.4,Columbus,SELL00717
ORD0088654,2023-08-22,CUST049759,P00018,3,371.07,0.0,1170.97,Austin,SELL01014
ORD0081109,2021-09-05,CUST015488,P00013,2,84.44,0.2,170.32,Seattle,SELL01477
ORD0008116,2022-03-01,CUST035694,P00045,5,130.56,0.05,746.26,Columbus,SELL00390
ORD0041211,2024-03-27,CUST022396,P00021,2,114.17,0.0,259.69,Seattle,SELL00391
ORD0075179,2022-04-25,CUST026406,P00029,5,24.07,0.05,121.66,Houston,SELL01890
ORD0022286,2022-07-07,CUST011668,P00023,4,137.53,0.05,590.75,Austin,SELL00571
ORD0007731,2022-08-11,CUST003835,P00010,3,24.7,0.0,90.88,Phoenix,SELL00772
ORD0065391,2024-11-10,CUST049299,P00016,4,31.77,0.05,134.16,Dallas,SELL01321
ORD0006530,2022-08-10,CUST030872,P00036,4,177.6,0.05,741.67,Columbus,SELL00481
ORD0036712,2022-02-05,CUST019504,P00042,1,554.49,0.05,566.22,Seattle,SELL00771
ORD0031775,2021-12-30,CUST034533,P00007,3,145.62,0.1,400.81,Houston,SELL01155
ORD0033572,2022-07-18,CUST041321,P00040,4,284.65,0.05,1287.68,Los Angeles,SELL01812
ORD0078203,2020-03-23,CUST041701,P00034,1,471.7,0.1,481.43,Jacksonville,SELL01311
ORD0020822,2020-12-15,CUST025886,P00045,5,231.79,0.0,1380.11,Charlotte,SELL00997
ORD0011948,2020-04-14,CUST027705,P00006,4,475.93,0.0,2143.21,Dallas,SELL00933
ORD0070955,2023-05-05,CUST025073,P00050,1,294.5,0.2,266.13,San Francisco,SELL00635
ORD0000821,2024-08-10,CUST011799,P00003,5,531.95,0.05,2735.82,Washington,SELL00625
ORD0083234,2020-01-26,CUST044110,P00008,3,347.97,0.0,1058.79,Houston,SELL01205
ORD0085374,2024-05-18,CUST018111,P00022,3,589.39,0.0,1920.17,Phoenix,SELL00817
ORD0097526,2021-08-20,CUST022366,P00016,5,194.7,0.0,1063.12,Charlotte,SELL01233
ORD0097700,2024-10-12,CUST021347,P00019,1,401.76,0.15,382.8,Chicago,SELL00788
ORD0078885,2024-08-29,CUST019439,P00021,5,160.47,0.0,874.23,Washington,SELL01595
ORD0053531,2021-06-20,CUST000696,P00030,3,253.36,0.3,585.13,San Francisco,SELL01474
ORD0059529,2021-10-11,CUST044774,P00038,5,180.23,0.25,740.39,Seattle,SELL01079
ORD0072990,2023-12-02,CUST000712,P00040,3,71.27,0.0,233.43,Indianapolis,SELL01232
ORD0091614,2020-04-05,CUST000466,P00045,3,534.97,0.0,1610.43,New York,SELL01510
ORD0056057,2022-08-09,CUST016231,P00001,3,493.19,0.05,1488.88,Houston,SELL00121
ORD0082060,2020-08-15,CUST044287,P00037,4,17.75,0.15,65.22,Dallas,SELL00174
ORD0009343,2022-09-30,CUST037857,P00045,5,211.72,0.0,1250.67,Los Angeles,SELL01464
ORD0088003,2023-07-07,CUST038657,P00045,3,452.1,0.05,1445.18,Fort Worth,SELL00063
ORD0050951,2020-07-08,CUST017652,P00012,5,14.53,0.0,91.62,Houston,SELL01250
ORD0066158,2021-05-04,CUST014129,P00024,1,76.16,0.1,81.15,San Jose,SELL00184
ORD0068664,2023-08-11,CUST017194,P00036,2,218.79,0.25,394.26,Philadelphia,SELL01308
ORD0062297,2022-03-17,CUST014942,P00004,5,241.61,0.0,1279.62,Phoenix,SELL00279
ORD0081758,2024-01-21,CUST002898,P00008,3,482.21,0.1,1378.34,Jacksonville,SELL01627
ORD0022811,2020-09-17,CUST035491,P00023,4,110.2,0.0,499.35,San Francisco,SELL01458
ORD0012075,2024-12-11,CUST000370,P00005,1,392.74,0.05,399.08,Washington,SELL00154
ORD0019326,2020-05-14,CUST045420,P00034,3,269.33,0.1,775.42,New York,SELL00451
ORD0076539,2022-12-26,CUST046081,P00005,5,35.12,0.0,198.56,San Antonio,SELL00627
ORD0024089,2020-04-16,CUST017454,P00050,5,548.13,0.05,2823.61,New York,SELL01027
ORD0060682,2022-07-28,CUST029377,P00045,1,111.14,0.0,131.87,Austin,SELL01644
ORD0094364,2022-01-11,CUST007095,P00016,5,367.88,0.0,2180.81,New York,SELL01857
ORD0012558,2021-06-04,CUST025090,P00013,1,479.48,0.0,541.43,San Jose,SELL01756
ORD0097800,2020-10-19,CUST032519,P00029,1,81.34,0.05,83.43,New York,SELL00857
ORD0029020,2021-10-24,CUST040150,P00033,1,371.66,0.05,372.2,Indianapolis,SELL00132
ORD0050961,2021-11-03,CUST002034,P00047,1,121.69,0.0,149.28,San Jose,SELL01107
ORD0029616,2023-08-26,CUST035336,P00015,4,265.96,0.0,1122.58,San Jose,SELL00253
ORD0060301,2023-11-30,CUST038911,P00047,2,521.92,0.05,1081.61,Charlotte,SELL01832
ORD0023159,2020-05-22,CUST049952,P00005,2,18.76,0.05,47.02,Phoenix,SELL00801
ORD0054507,2020-01-18,CUST005743,P00048,2,575.47,0.1,1093.84,Chicago,SELL01621
ORD0049249,2022-03-02,CUST041066,P00027,5,353.18,0.0,1921.23,Los Angeles,SELL00672
ORD0066072,2024-04-23,CUST041853,P00023,4,450.62,0.25,1470.7,New York,SELL01633
ORD0074563,2021-04-26,CUST018309,P00029,4,576.11,0.0,2431.13,San Francisco,SELL01676
ORD0078606,2022-07-20,CUST006017,P00032,1,375.49,0.15,354.21,San Jose,SELL00513
ORD0078623,2020-04-01,CUST020559,P00009,5,557.09,0.1,2632.52,San Jose,SELL01914
ORD0009710,2022-08-12,CUST044276,P00035,2,587.07,0.0,1323.63,Columbus,SELL00473
ORD0067512,2024-11-20,CUST022084,P00019,2,345.06,0.0,781.38,San Diego,SELL01048
ORD0070768,2022-10-17,CUST023698,P00022,2,224.2,0.0,476.77,Houston,SELL01009
ORD0055102,2022-11-12,CUST009824,P00030,3,47.74,0.0,162.21,Philadelphia,SELL01050
ORD0043431,2023-08-27,CUST019845,P00020,2,539.86,0.05,1120.85,Fort Worth,SELL00460
ORD0046049,2020-05-30,CUST013034,P00003,4,97.15,0.05,424.42,Philadelphia,SELL00832
ORD0033424,2021-08-18,CUST004387,P00023,2,29.68,0.1,67.91,San Jose,SELL00511
ORD0028913,2024-06-09,CUST036295,P00039,4,471.44,0.05,1942.86,Philadelphia,SELL01952
ORD0096347,2020-04-12,CUST000152,P00046,1,437.0,0.0,473.05,Philadelphia,SELL00743
ORD0054086,2021-11-22,CUST008252,P00048,2,299.75,0.0,681.0,Houston,SELL00446
ORD0050657,2024-05-08,CUST046892,P00018,1,287.22,0.15,272.69,Philadelphia,SELL00245
ORD0034920,2020-08-14,CUST036875,P00039,3,28.94,0.15,80.94,Jacksonville,SELL00627
ORD0041916,2020-08-02,CUST026548,P00043,5,260.75,0.05,1345.29,San Francisco,SELL01183
ORD0013712,2023-04-02,CUST049326,P00031,4,208.37,0.2,724.96,Charlotte,SELL01776
ORD0044643,2020-02-24,CUST021869,P00040,4,319.64,0.0,1353.7,Denver,SELL00442
ORD0001743,2024-02-23,CUST032985,P00034,3,396.08,0.0,1405.37,Dallas,SELL00952
ORD0088335,2022-01-11,CUST017612,P00012,5,219.78,0.15,1053.68,Austin,SELL00425
ORD0025893,2022-10-24,CUST008484,P00048,4,179.65,0.05,690.83,Charlotte,SELL01491
ORD0079272,2020-03-17,CUST011552,P00021,5,507.64,0.1,2401.64,Seattle,SELL00647
ORD0099566,2020-07-24,CUST030019,P00043,1,48.91,0.0,53.77,Seattle,SELL01285
ORD0059135,2021-11-26,CUST036494,P00043,1,593.27,0.0,631.64,Columbus,SELL00707
ORD0085810,2021-04-04,CUST030726,P00006,3,308.21,0.15,885.08,Columbus,SELL00950
ORD0047338,2022-07-04,CUST042643,P00007,5,393.35,0.0,2065.17,New York,SELL01746
ORD0060235,2022-05-21,CUST035688,P00033,3,432.52,0.0,1409.05,Los Angeles,SELL00145
ORD0079265,2020-03-31,CUST031811,P00042,1,349.41,0.1,377.45,New York,SELL01170
ORD0057751,2024-03-27,CUST037012,P00011,3,580.71,0.25,1376.21,Phoenix,SELL00325
ORD0023662,2020-07-24,CUST002900,P00024,3,29.87,0.05,100.96,New York,SELL01900
ORD0048886,2021-04-17,CUST022404,P00027,4,190.59,0.0,900.49,Houston,SELL00156
ORD0033740,2020-03-27,CUST005641,P00002,1,543.96,0.05,530.06,San Antonio,SELL00279
ORD0059857,2023-03-26,CUST035471,P00036,5,136.72,0.15,655.31,Denver,SELL00483
ORD0072447,2021-02-06,CUST049224,P00041,3,36.68,0.0,120.81,San Antonio,SELL00913
ORD0047644,2024-01-12,CUST018854,P00014,5,74.48,0.0,424.93,Philadelphia,SELL01592
ORD0059706,2022-12-30,CUST044014,P00039,4,496.49,0.1,1890.76,Denver,SELL00965
ORD0089912,2021-01-08,CUST049142,P00031,5,440.58,0.15,1979.5,San Antonio,SELL01277
ORD0052292,2023-09-11,CUST015666,P00008,5,519.2,0.05,2664.77,Phoenix,SELL00159
ORD0042105,2023-03-12,CUST041166,P00025,5,553.8,0.2,2617.04,Philadelphia,SELL01208
ORD0040458,2024-10-11,CUST013042,P00022,3,229.4,0.15,616.85,Philadelphia,SELL01747
ORD0064557,2024-03-21,CUST006635,P00037,5,44.25,0.25,193.78,Jacksonville,SELL01069
ORD0034432,2023-12-01,CUST043707,P00023,2,235.77,0.0,496.26,Dallas,SELL00634
ORD0036855,2021-07-07,CUST011944,P00002,4,147.59,0.15,540.58,Washington,SELL01508
ORD0088294,2023-11-26,CUST009967,P00044,1,439.35,0.05,451.82,Los Angeles,SELL00577
ORD0009275,2020-04-14,CUST038495,P00018,2,5.18,0.05,15.34,Washington,SELL00042
ORD0024869,2024-01-29,CUST006686,P00035,3,301.3,0.25,723.98,Denver,SELL01861
ORD0057538,2023-09-01,CUST001653,P00042,1,153.22,0.05,153.88,Indianapolis,SELL00976
ORD0091035,2024-10-02,CUST045081,P00021,2,419.02,0.1,858.53,Austin,SELL00676
ORD0043657,2023-03-11,CUST046240,P00031,2,203.92,0.0,414.27,Denver,SELL01841
ORD0014730,2023-04-22,CUST037030,P00018,1,511.64,0.1,488.27,Columbus,SELL01284
ORD0081466,2024-09-04,CUST043954,P00031,3,37.54,0.0,138.61,Dallas,SELL01788
ORD0069190,2023-03-16,CUST026026,P00049,5,517.11,0.1,2611.15,New York,SELL00881
ORD0013536,2021-05-20,CUST004320,P00017,3,234.56,0.2,613.62,New York,SELL00734
ORD0090179,2020-02-19,CUST029212,P00024,5,148.25,0.05,773.88,Houston,SELL01715
ORD0049194,2022-04-15,CUST031672,P00019,3,34.78,0.2,92.0,Washington,SELL01203
ORD0005810,2020-01-25,CUST041423,P00026,3,143.18,0.1,407.51,Philadelphia,SELL01528
ORD0007985,2024-04-09,CUST023307,P00049,4,447.22,0.0,1938.83,Washington,SELL01440
ORD0026527,2024-03-03,CUST034476,P00045,2,500.77,0.15,1016.82,Phoenix,SELL00801
ORD0028423,2023-05-22,CUST027986,P00032,2,293.21,0.05,597.97,Charlotte,SELL00056
ORD0098624,2021-10-09,CUST015545,P00030,5,68.99,0.05,390.49,New York,SELL01738
ORD0055024,2023-03-10,CUST037537,P00034,1,385.41,0.0,436.01,Chicago,SELL00187
ORD0082934,2020-03-28,CUST030476,P00014,2,555.28,0.1,1061.19,San Diego,SELL01492
ORD0004257,2023-05-10,CUST003646,P00005,3,579.04,0.15,1558.11,San Jose,SELL00308
ORD0091233,2023-11-28,CUST038527,P00045,5,168.03,0.05,808.99,Washington,SELL01515
ORD0042328,2023-07-08,CUST000287,P00049,4,534.3,0.0,2316.48,San Francisco,SELL00235
