Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Competitor Pricing,Seasonality,Demand
2022-10-02,S002,P0016,Clothing,South,245,101,216,91.34,10,Sunny,84.27,Autumn,122
2022-10-02,S002,P0017,Toys,South,408,109,0,15.55,25,Sunny,18.41,Autumn,92
2022-10-02,S002,P0018,Clothing,South,104,89,76,27.97,0,Sunny,27.52,Autumn,82
2022-10-02,S002,P0019,Clothing,South,110,58,0,78.57,5,Sunny,77.13,Autumn,65
2022-10-02,S002,P0020,Furniture,South,526,57,0,126.09,5,Sunny,152.31,Autumn,81
2022-10-02,S003,P0001,Toys,East,202,42,0,13.85,5,Rainy,12.45,Autumn,42
2022-10-02,S003,P0002,Groceries,East,991,91,0,51.05,10,Rainy,44.12,Autumn,85
2022-10-02,S003,P0003,Electronics,East,182,126,170,104.09,10,Rainy,103.58,Autumn,163
2022-10-02,S003,P0004,Groceries,East,411,92,0,18.81,25,Rainy,16.58,Autumn,107
2022-10-02,S003,P0005,Toys,East,172,46,0,18.65,5,Rainy,18.61,Autumn,42
2022-10-02,S003,P0006,Toys,East,133,60,96,42.0,0,Rainy,40.58,Autumn,100
2022-10-02,S003,P0007,Groceries,East,290,63,0,15.88,5,Rainy,14.96,Autumn,90
2022-10-02,S003,P0008,Clothing,East,297,67,0,96.63,15,Rainy,115.01,Autumn,90
2022-10-02,S003,P0009,Groceries,East,131,59,0,43.37,5,Rainy,50.69,Autumn,50
2022-10-02,S003,P0010,Groceries,East,160,82,129,43.91,0,Rainy,43.48,Autumn,118
2022-10-02,S003,P0011,Electronics,East,230,103,232,103.89,20,Rainy,118.5,Autumn,110
2022-10-02,S003,P0012,Furniture,East,75,75,0,88.33,10,Rainy,104.81,Autumn,73
2022-10-02,S003,P0013,Groceries,East,628,228,672,78.44,20,Rainy,86.49,Autumn,203
2022-10-02,S003,P0014,Groceries,East,660,84,0,106.9,0,Rainy,94.47,Autumn,119
2022-10-02,S003,P0015,Groceries,East,771,155,0,123.13,0,Rainy,133.74,Autumn,175
2022-10-02,S003,P0016,Electronics,East,340,68,0,93.95,5,Rainy,103.46,Autumn,91
2022-10-02,S003,P0017,Furniture,East,331,92,496,131.92,10,Rainy,120.88,Autumn,115
2022-10-02,S003,P0018,Furniture,East,463,60,0,122.02,5,Rainy,142.21,Autumn,62
2022-10-02,S003,P0019,Groceries,East,166,36,0,43.78,10,Rainy,42.42,Autumn,49
2022-10-02,S003,P0020,Clothing,East,137,104,0,73.3,0,Rainy,77.55,Autumn,91
2022-10-02,S004,P0001,Groceries,West,815,75,0,10.07,10,Rainy,11.87,Autumn,100
2022-10-02,S004,P0002,Groceries,West,179,142,289,18.91,20,Rainy,22.07,Autumn,148
2022-10-02,S004,P0003,Furniture,West,511,81,0,125.59,15,Rainy,123.42,Autumn,76
2022-10-02,S004,P0004,Groceries,West,508,110,491,59.26,15,Rainy,50.83,Autumn,168
2022-10-02,S004,P0005,Clothing,West,89,58,59,64.82,0,Rainy,72.27,Autumn,62
2022-10-02,S004,P0006,Groceries,West,542,77,0,34.8,5,Rainy,30.62,Autumn,83
2022-10-02,S004,P0007,Groceries,West,503,52,0,24.4,5,Rainy,21.91,Autumn,52
2022-10-02,S004,P0008,Furniture,West,101,101,139,93.3,20,Rainy,98.57,Autumn,125
2022-10-02,S004,P0009,Clothing,West,217,57,0,108.84,5,Rainy,131.74,Autumn,93
2022-10-02,S004,P0010,Groceries,West,330,85,0,26.9,0,Rainy,32.0,Autumn,109
2022-10-02,S004,P0011,Clothing,West,542,148,533,59.22,15,Rainy,65.27,Autumn,146
2022-10-02,S004,P0012,Electronics,West,147,57,0,108.55,5,Rainy,108.16,Autumn,78
2022-10-02,S004,P0013,Groceries,West,311,297,911,27.05,20,Rainy,26.17,Autumn,268
2022-10-02,S004,P0014,Furniture,West,421,41,0,142.86,5,Rainy,165.67,Autumn,46
2022-10-02,S004,P0015,Furniture,West,169,71,0,100.86,0,Rainy,96.93,Autumn,71
2022-10-02,S004,P0016,Furniture,West,163,55,0,124.67,0,Rainy,144.28,Autumn,90
2022-10-02,S004,P0017,Clothing,West,121,39,50,67.8,20,Rainy,80.13,Autumn,56
2022-10-02,S004,P0018,Furniture,West,121,70,52,153.75,5,Rainy,137.58,Autumn,61
2022-10-02,S004,P0019,Clothing,West,156,121,82,61.4,0,Rainy,69.04,Autumn,102
2022-10-02,S004,P0020,Furniture,West,108,64,178,124.89,5,Rainy,148.43,Autumn,75
2022-10-02,S005,P0001,Groceries,North,243,91,293,12.86,5,Sunny,13.68,Autumn,136
2022-10-02,S005,P0002,Electronics,North,58,58,0,32.5,25,Sunny,37.17,Autumn,108
2022-10-02,S005,P0003,Toys,North,192,128,108,29.81,15,Sunny,28.0,Autumn,125
2022-10-02,S005,P0004,Groceries,North,108,73,99,5.81,25,Sunny,5.16,Autumn,85
2022-10-02,S005,P0005,Groceries,North,151,136,340,19.09,10,Sunny,17.01,Autumn,169
2022-10-02,S005,P0006,Groceries,North,364,112,0,69.39,5,Sunny,77.66,Autumn,167
2022-10-02,S005,P0007,Groceries,North,268,106,0,84.11,5,Sunny,77.84,Autumn,105
2022-10-02,S005,P0008,Groceries,North,112,112,144,60.11,20,Sunny,66.92,Autumn,158
2022-10-02,S005,P0009,Groceries,North,585,95,0,93.83,5,Sunny,108.78,Autumn,107
2022-10-02,S005,P0010,Groceries,North,334,148,571,75.44,10,Sunny,84.56,Autumn,220
2022-10-02,S005,P0011,Electronics,North,583,63,0,70.35,10,Sunny,60.58,Autumn,72
2022-10-02,S005,P0012,Furniture,North,315,57,0,122.77,10,Sunny,144.68,Autumn,90
2022-10-02,S005,P0013,Groceries,North,662,147,0,78.49,10,Sunny,69.4,Autumn,132
2022-10-02,S005,P0014,Furniture,North,368,149,385,209.91,0,Sunny,192.53,Autumn,131
2022-10-02,S005,P0015,Groceries,North,143,130,0,49.65,5,Sunny,53.37,Autumn,111
2022-10-02,S005,P0016,Toys,North,255,140,0,41.7,5,Sunny,38.29,Autumn,152
2022-10-02,S005,P0017,Toys,North,123,123,174,41.94,10,Sunny,38.72,Autumn,148
2022-10-02,S005,P0018,Clothing,North,71,71,136,24.18,0,Sunny,25.5,Autumn,128
2022-10-02,S005,P0019,Furniture,North,131,80,0,131.13,5,Sunny,142.3,Autumn,72
2022-10-02,S005,P0020,Toys,North,107,85,116,31.71,5,Sunny,31.42,Autumn,103
2022-10-03,S001,P0001,Electronics,North,160,63,0,58.42,15,Snowy,65.95,Autumn,82
2022-10-03,S001,P0002,Clothing,North,173,86,116,64.11,15,Snowy,58.86,Autumn,124
2022-10-03,S001,P0003,Clothing,North,576,65,0,49.84,10,Snowy,57.98,Autumn,97
2022-10-03,S001,P0004,Electronics,North,0,0,0,111.3,0,Snowy,100.73,Autumn,88
2022-10-03,S001,P0005,Groceries,North,451,56,0,52.34,10,Snowy,52.15,Autumn,77
2022-10-03,S001,P0006,Toys,North,67,67,315,42.56,5,Snowy,38.35,Autumn,106
2022-10-03,S001,P0007,Groceries,North,663,137,641,26.59,10,Snowy,28.44,Autumn,155
2022-10-03,S001,P0008,Electronics,North,194,134,0,50.42,5,Snowy,59.33,Autumn,150
2022-10-03,S001,P0009,Clothing,North,166,77,102,83.82,10,Snowy,81.34,Autumn,93
2022-10-03,S001,P0010,Furniture,North,742,87,0,133.87,10,Snowy,118.61,Autumn,103
2022-10-03,S001,P0011,Furniture,North,197,113,177,146.16,20,Snowy,128.16,Autumn,94
2022-10-03,S001,P0012,Groceries,North,123,110,0,80.71,10,Snowy,89.45,Autumn,123
2022-10-03,S001,P0013,Toys,North,177,48,0,29.4,5,Snowy,32.95,Autumn,74
2022-10-03,S001,P0014,Groceries,North,293,157,0,74.47,10,Snowy,81.23,Autumn,139
2022-10-03,S001,P0015,Toys,North,109,73,86,13.53,10,Snowy,15.92,Autumn,76
2022-10-03,S001,P0016,Groceries,North,338,260,620,43.2,25,Snowy,40.04,Autumn,222
2022-10-03,S001,P0017,Toys,North,82,77,102,23.08,5,Snowy,21.13,Autumn,99
2022-10-03,S001,P0018,Groceries,North,194,121,120,72.65,0,Snowy,65.76,Autumn,139
2022-10-03,S001,P0019,Furniture,North,58,58,67,109.59,0,Snowy,124.78,Autumn,67
2022-10-03,S001,P0020,Furniture,North,353,71,0,120.82,0,Snowy,104.67,Autumn,64
2022-10-03,S002,P0001,Groceries,South,794,150,0,92.66,10,Snowy,108.26,Autumn,180
2022-10-03,S002,P0002,Toys,South,221,102,0,24.29,25,Snowy,28.41,Autumn,88
2022-10-03,S002,P0003,Groceries,South,304,135,0,84.84,5,Snowy,73.92,Autumn,112
2022-10-03,S002,P0004,Groceries,South,474,46,0,34.52,10,Snowy,39.24,Autumn,70
2022-10-03,S002,P0005,Electronics,South,492,91,0,89.76,5,Snowy,77.42,Autumn,86
2022-10-03,S002,P0006,Clothing,South,102,53,69,62.01,5,Snowy,57.84,Autumn,79
2022-10-03,S002,P0007,Toys,South,416,51,0,27.44,0,Snowy,27.07,Autumn,69
2022-10-03,S002,P0008,Groceries,South,225,88,0,24.46,5,Snowy,21.8,Autumn,82
2022-10-03,S002,P0009,Groceries,South,148,107,0,65.14,5,Snowy,60.9,Autumn,111
2022-10-03,S002,P0010,Groceries,South,204,76,0,85.91,0,Snowy,90.99,Autumn,88
2022-10-03,S002,P0011,Groceries,South,271,83,0,76.17,25,Snowy,85.97,Autumn,118
2022-10-03,S002,P0012,Electronics,South,711,87,0,77.95,0,Snowy,68.72,Autumn,118
2022-10-03,S002,P0013,Groceries,South,834,94,0,22.07,0,Snowy,21.18,Autumn,81
2022-10-03,S002,P0014,Electronics,South,464,56,0,97.32,10,Snowy,106.12,Autumn,55
2022-10-03,S002,P0015,Clothing,South,354,63,0,59.68,10,Snowy,58.57,Autumn,71
2022-10-03,S002,P0016,Clothing,South,144,63,0,77.07,15,Snowy,88.98,Autumn,102
2022-10-03,S002,P0017,Toys,South,299,65,292,20.73,10,Snowy,20.05,Autumn,108
2022-10-03,S002,P0018,Clothing,South,91,77,95,26.85,10,Snowy,30.91,Autumn,117
2022-10-03,S002,P0019,Clothing,South,614,107,0,87.52,10,Snowy,104.97,Autumn,129
2022-10-03,S002,P0020,Furniture,South,469,74,0,124.79,0,Snowy,133.95,Autumn,64
2022-10-03,S003,P0001,Toys,East,160,69,151,13.0,20,Snowy,13.8,Autumn,85
2022-10-03,S003,P0002,Groceries,East,900,134,0,51.82,20,Snowy,57.49,Autumn,144
2022-10-03,S003,P0003,Electronics,East,226,120,0,97.9,5,Snowy,97.62,Autumn,123
2022-10-03,S003,P0004,Groceries,East,319,61,0,23.22,0,Snowy,21.84,Autumn,84
2022-10-03,S003,P0005,Toys,East,723,55,0,22.91,0,Snowy,21.18,Autumn,83
2022-10-03,S003,P0006,Toys,East,169,88,98,35.73,10,Snowy,39.41,Autumn,99
2022-10-03,S003,P0007,Groceries,East,227,103,0,17.54,5,Snowy,15.1,Autumn,121
2022-10-03,S003,P0008,Clothing,East,230,47,0,99.85,0,Snowy,107.72,Autumn,54
2022-10-03,S003,P0009,Groceries,East,72,72,166,63.23,0,Snowy,66.6,Autumn,148
2022-10-03,S003,P0010,Groceries,East,207,139,0,39.67,10,Snowy,37.95,Autumn,119
2022-10-03,S003,P0011,Electronics,East,127,104,0,106.96,25,Snowy,97.83,Autumn,124
2022-10-03,S003,P0012,Furniture,East,158,49,166,99.66,5,Snowy,88.14,Autumn,77
2022-10-03,S003,P0013,Groceries,East,400,119,0,79.21,0,Snowy,95.71,Autumn,124
2022-10-03,S003,P0014,Groceries,East,576,81,0,94.81,5,Snowy,99.89,Autumn,113
2022-10-03,S003,P0015,Groceries,East,616,101,0,103.46,10,Snowy,91.38,Autumn,132
2022-10-03,S003,P0016,Electronics,East,272,116,204,88.16,20,Snowy,77.26,Autumn,109
2022-10-03,S003,P0017,Furniture,East,239,71,0,140.85,0,Snowy,140.78,Autumn,103
2022-10-03,S003,P0018,Furniture,East,403,51,0,121.28,10,Snowy,145.77,Autumn,75
2022-10-03,S003,P0019,Groceries,East,130,62,76,50.02,5,Snowy,48.76,Autumn,70
2022-10-03,S003,P0020,Clothing,East,33,33,0,69.93,10,Snowy,68.06,Autumn,93
2022-10-03,S004,P0001,Groceries,West,740,172,0,12.11,10,Sunny,11.98,Autumn,144
2022-10-03,S004,P0002,Groceries,West,37,37,0,20.57,15,Sunny,19.01,Autumn,138
2022-10-03,S004,P0003,Furniture,West,430,23,0,111.38,5,Sunny,131.34,Autumn,30
2022-10-03,S004,P0004,Groceries,West,398,174,0,63.59,0,Sunny,67.27,Autumn,153
2022-10-03,S004,P0005,Clothing,West,90,86,89,70.31,0,Sunny,79.86,Autumn,84
2022-10-03,S004,P0006,Groceries,West,465,99,0,35.41,5,Sunny,30.72,Autumn,88
2022-10-03,S004,P0007,Groceries,West,451,144,654,35.23,10,Sunny,35.09,Autumn,187
2022-10-03,S004,P0008,Furniture,West,139,87,0,103.53,0,Sunny,89.75,Autumn,74
2022-10-03,S004,P0009,Clothing,West,559,82,0,125.02,0,Sunny,108.32,Autumn,104
2022-10-03,S004,P0010,Groceries,West,245,99,0,25.51,10,Sunny,29.93,Autumn,126
2022-10-03,S004,P0011,Clothing,West,394,111,0,69.41,10,Sunny,61.49,Autumn,164
2022-10-03,S004,P0012,Electronics,West,90,80,77,106.33,5,Sunny,125.18,Autumn,87
2022-10-03,S004,P0013,Groceries,West,14,14,0,22.46,0,Sunny,25.43,Autumn,126
2022-10-03,S004,P0014,Furniture,West,380,83,0,172.56,0,Sunny,191.3,Autumn,83
2022-10-03,S004,P0015,Furniture,West,355,93,299,103.61,5,Sunny,91.99,Autumn,93
2022-10-03,S004,P0016,Furniture,West,108,108,552,115.25,25,Sunny,121.87,Autumn,159
2022-10-03,S004,P0017,Clothing,West,132,77,100,93.96,0,Sunny,104.16,Autumn,85
2022-10-03,S004,P0018,Furniture,West,103,31,50,140.15,5,Sunny,162.11,Autumn,50
2022-10-03,S004,P0019,Clothing,West,117,84,82,56.44,5,Sunny,64.94,Autumn,92
2022-10-03,S004,P0020,Furniture,West,44,44,0,126.69,5,Sunny,142.05,Autumn,79
2022-10-03,S005,P0001,Groceries,North,152,152,0,13.97,15,Snowy,11.99,Autumn,188
2022-10-03,S005,P0002,Electronics,North,364,93,290,39.94,10,Snowy,42.45,Autumn,116
2022-10-03,S005,P0003,Toys,North,172,135,115,31.3,10,Snowy,31.11,Autumn,123
2022-10-03,S005,P0004,Groceries,North,134,87,95,7.24,10,Snowy,8.4,Autumn,112
2022-10-03,S005,P0005,Groceries,North,176,67,0,15.49,0,Snowy,14.8,Autumn,68
2022-10-03,S005,P0006,Groceries,North,252,66,0,54.07,10,Snowy,47.17,Autumn,85
2022-10-03,S005,P0007,Groceries,North,445,115,0,83.38,0,Snowy,90.82,Autumn,102
2022-10-03,S005,P0008,Groceries,North,144,102,133,67.91,5,Snowy,61.91,Autumn,123
2022-10-03,S005,P0009,Groceries,North,490,189,465,106.27,10,Snowy,125.28,Autumn,168
2022-10-03,S005,P0010,Groceries,North,186,76,0,55.93,0,Snowy,67.44,Autumn,79
2022-10-03,S005,P0011,Electronics,North,520,169,574,80.33,15,Snowy,86.85,Autumn,148
2022-10-03,S005,P0012,Furniture,North,649,71,0,121.04,10,Snowy,108.68,Autumn,71
2022-10-03,S005,P0013,Groceries,North,515,113,0,67.32,10,Snowy,74.35,Autumn,99
2022-10-03,S005,P0014,Furniture,North,219,32,0,151.17,0,Snowy,131.89,Autumn,37
2022-10-03,S005,P0015,Groceries,North,205,80,250,50.01,10,Snowy,49.41,Autumn,114
2022-10-03,S005,P0016,Toys,North,115,93,0,30.34,20,Snowy,27.51,Autumn,104
2022-10-03,S005,P0017,Toys,North,174,47,0,32.92,10,Snowy,31.52,Autumn,72
2022-10-03,S005,P0018,Clothing,North,136,116,119,21.03,10,Snowy,23.43,Autumn,117
2022-10-03,S005,P0019,Furniture,North,267,47,0,144.66,0,Snowy,125.28,Autumn,70
2022-10-03,S005,P0020,Toys,North,138,53,86,28.56,5,Snowy,31.3,Autumn,87
2022-10-04,S001,P0001,Electronics,North,341,86,0,55.22,25,Rainy,47.88,Autumn,87
2022-10-04,S001,P0002,Clothing,North,203,94,0,75.08,0,Rainy,73.4,Autumn,123
2022-10-04,S001,P0003,Clothing,North,511,34,0,49.05,0,Rainy,44.62,Autumn,49
2022-10-04,S001,P0004,Electronics,North,276,117,0,113.6,5,Rainy,98.04,Autumn,110
2022-10-04,S001,P0005,Groceries,North,395,49,0,56.94,0,Rainy,56.13,Autumn,72
2022-10-04,S001,P0006,Toys,North,283,42,0,34.65,10,Rainy,29.87,Autumn,62
2022-10-04,S001,P0007,Groceries,North,526,68,0,22.06,10,Rainy,25.6,Autumn,94
2022-10-04,S001,P0008,Electronics,North,60,59,99,43.93,5,Rainy,41.79,Autumn,89
2022-10-04,S001,P0009,Clothing,North,191,66,0,70.55,20,Rainy,68.53,Autumn,77
2022-10-04,S001,P0010,Furniture,North,655,69,0,136.12,0,Rainy,145.85,Autumn,92
2022-10-04,S001,P0011,Furniture,North,84,56,0,145.43,10,Rainy,158.22,Autumn,73
2022-10-04,S001,P0012,Groceries,North,322,19,0,63.41,0,Rainy,71.18,Autumn,27
2022-10-04,S001,P0013,Toys,North,129,25,0,25.97,0,Rainy,28.43,Autumn,29
2022-10-04,S001,P0014,Groceries,North,136,136,0,72.86,25,Rainy,86.16,Autumn,199
2022-10-04,S001,P0015,Toys,North,122,55,74,16.17,0,Rainy,14.73,Autumn,82
2022-10-04,S001,P0016,Groceries,North,78,78,0,40.65,0,Rainy,37.1,Autumn,97
2022-10-04,S001,P0017,Toys,North,107,49,81,20.23,5,Rainy,23.11,Autumn,76
2022-10-04,S001,P0018,Groceries,North,193,70,0,56.1,5,Rainy,66.76,Autumn,89
2022-10-04,S001,P0019,Furniture,North,67,67,78,95.14,20,Rainy,109.19,Autumn,90
2022-10-04,S001,P0020,Furniture,North,282,28,0,95.4,10,Rainy,107.14,Autumn,44
2022-10-04,S002,P0001,Groceries,South,644,85,0,59.7,25,Snowy,64.82,Autumn,93
2022-10-04,S002,P0002,Toys,South,350,69,0,30.05,5,Snowy,32.44,Autumn,82
2022-10-04,S002,P0003,Groceries,South,169,102,0,81.79,0,Snowy,86.5,Autumn,101
2022-10-04,S002,P0004,Groceries,South,428,49,0,39.02,5,Snowy,34.12,Autumn,75
2022-10-04,S002,P0005,Electronics,South,401,12,0,63.85,10,Snowy,56.77,Autumn,14
2022-10-04,S002,P0006,Clothing,South,118,68,0,61.04,0,Snowy,52.32,Autumn,60
2022-10-04,S002,P0007,Toys,South,365,113,411,31.64,0,Snowy,38.08,Autumn,128
2022-10-04,S002,P0008,Groceries,South,137,104,108,25.76,10,Snowy,25.49,Autumn,114
2022-10-04,S002,P0009,Groceries,South,303,134,274,50.49,25,Snowy,58.58,Autumn,122
2022-10-04,S002,P0010,Groceries,South,128,72,89,79.02,10,Snowy,92.86,Autumn,94
2022-10-04,S002,P0011,Groceries,South,188,96,0,95.3,0,Snowy,115.3,Autumn,98
2022-10-04,S002,P0012,Electronics,South,624,57,0,65.14,5,Snowy,78.79,Autumn,94
2022-10-04,S002,P0013,Groceries,South,740,86,0,23.92,0,Snowy,22.21,Autumn,105
2022-10-04,S002,P0014,Electronics,South,408,82,379,120.1,10,Snowy,128.18,Autumn,116
2022-10-04,S002,P0015,Clothing,South,291,100,0,70.39,0,Snowy,62.69,Autumn,88
2022-10-04,S002,P0016,Clothing,South,297,45,0,77.86,5,Snowy,82.69,Autumn,73
2022-10-04,S002,P0017,Toys,South,234,115,0,22.66,5,Snowy,20.04,Autumn,119
2022-10-04,S002,P0018,Clothing,South,109,66,86,27.02,5,Snowy,30.85,Autumn,102
2022-10-04,S002,P0019,Clothing,South,507,88,393,69.86,25,Snowy,73.87,Autumn,115
2022-10-04,S002,P0020,Furniture,South,395,106,0,141.75,5,Snowy,129.12,Autumn,101
2022-10-04,S003,P0001,Toys,East,91,91,317,14.22,25,Cloudy,15.52,Autumn,133
2022-10-04,S003,P0002,Groceries,East,766,108,0,59.25,5,Cloudy,54.22,Autumn,114
2022-10-04,S003,P0003,Electronics,East,106,95,152,108.27,0,Cloudy,96.31,Autumn,140
2022-10-04,S003,P0004,Groceries,East,258,71,246,20.81,5,Cloudy,24.61,Autumn,82
2022-10-04,S003,P0005,Toys,East,668,130,722,27.04,5,Cloudy,26.22,Autumn,153
2022-10-04,S003,P0006,Toys,East,179,79,0,36.51,0,Cloudy,43.24,Autumn,74
2022-10-04,S003,P0007,Groceries,East,834,141,810,20.68,5,Cloudy,23.36,Autumn,200
2022-10-04,S003,P0008,Clothing,East,183,127,292,140.89,0,Cloudy,119.96,Autumn,143
2022-10-04,S003,P0009,Groceries,East,166,141,0,43.84,25,Cloudy,47.91,Autumn,122
2022-10-04,S003,P0010,Groceries,East,68,68,163,46.21,0,Cloudy,52.36,Autumn,152
2022-10-04,S003,P0011,Electronics,East,255,101,292,137.66,5,Cloudy,129.51,Autumn,129
2022-10-04,S003,P0012,Furniture,East,109,77,0,94.59,10,Cloudy,83.72,Autumn,78
2022-10-04,S003,P0013,Groceries,East,281,136,0,91.68,5,Cloudy,79.07,Autumn,176
2022-10-04,S003,P0014,Groceries,East,495,150,485,107.57,10,Cloudy,98.7,Autumn,157
2022-10-04,S003,P0015,Groceries,East,515,101,0,99.4,0,Cloudy,113.87,Autumn,102
2022-10-04,S003,P0016,Electronics,East,156,92,0,109.33,0,Cloudy,131.2,Autumn,122
2022-10-04,S003,P0017,Furniture,East,168,52,0,120.41,0,Cloudy,111.97,Autumn,58
2022-10-04,S003,P0018,Furniture,East,352,134,459,159.1,5,Cloudy,153.3,Autumn,125
2022-10-04,S003,P0019,Groceries,East,144,59,0,38.67,20,Cloudy,41.54,Autumn,60
2022-10-04,S003,P0020,Clothing,East,543,118,0,72.44,10,Cloudy,62.39,Autumn,104
2022-10-04,S004,P0001,Groceries,West,568,80,0,9.28,25,Sunny,7.89,Autumn,116
2022-10-04,S004,P0002,Groceries,West,289,200,459,25.32,5,Sunny,26.89,Autumn,193
2022-10-04,S004,P0003,Furniture,West,407,68,343,139.02,10,Sunny,150.97,Autumn,104
2022-10-04,S004,P0004,Groceries,West,224,132,0,69.78,0,Sunny,60.04,Autumn,169
2022-10-04,S004,P0005,Clothing,West,93,71,70,62.74,10,Sunny,54.11,Autumn,68
2022-10-04,S004,P0006,Groceries,West,366,174,406,47.27,5,Sunny,43.19,Autumn,187
2022-10-04,S004,P0007,Groceries,West,307,101,0,30.99,0,Sunny,33.51,Autumn,122
2022-10-04,S004,P0008,Furniture,West,52,52,50,92.97,0,Sunny,79.17,Autumn,45
2022-10-04,S004,P0009,Clothing,West,477,153,497,112.78,20,Sunny,120.98,Autumn,162
2022-10-04,S004,P0010,Groceries,West,668,176,0,27.47,10,Sunny,29.76,Autumn,151
2022-10-04,S004,P0011,Clothing,West,283,78,0,56.8,10,Sunny,53.64,Autumn,97
2022-10-04,S004,P0012,Electronics,West,87,82,64,101.04,10,Sunny,86.01,Autumn,73
2022-10-04,S004,P0013,Groceries,West,404,148,0,21.17,10,Sunny,20.53,Autumn,124
2022-10-04,S004,P0014,Furniture,West,297,127,319,163.65,20,Sunny,179.18,Autumn,136
2022-10-04,S004,P0015,Furniture,West,262,97,0,99.63,10,Sunny,94.51,Autumn,98
2022-10-04,S004,P0016,Furniture,West,177,79,0,116.63,5,Sunny,135.58,Autumn,86
2022-10-04,S004,P0017,Clothing,West,155,94,127,103.79,0,Sunny,112.09,Autumn,115
2022-10-04,S004,P0018,Furniture,West,122,111,123,189.22,0,Sunny,225.62,Autumn,122
2022-10-04,S004,P0019,Clothing,West,115,115,153,70.5,15,Sunny,63.16,Autumn,189
2022-10-04,S004,P0020,Furniture,West,178,47,0,118.0,10,Sunny,102.71,Autumn,61
2022-10-04,S005,P0001,Groceries,North,293,141,502,15.0,10,Rainy,17.0,Autumn,215
2022-10-04,S005,P0002,Electronics,North,271,101,0,42.45,0,Rainy,41.25,Autumn,87
2022-10-04,S005,P0003,Toys,North,152,88,108,31.37,0,Rainy,26.79,Autumn,91
2022-10-04,S005,P0004,Groceries,North,142,65,73,7.18,0,Rainy,8.19,Autumn,78
2022-10-04,S005,P0005,Groceries,North,449,73,0,17.46,0,Rainy,18.57,Autumn,119
2022-10-04,S005,P0006,Groceries,North,752,97,0,68.91,5,Rainy,61.76,Autumn,146
2022-10-04,S005,P0007,Groceries,North,330,37,0,63.26,5,Rainy,69.36,Autumn,41
2022-10-04,S005,P0008,Groceries,North,175,138,147,61.36,10,Rainy,70.22,Autumn,124
2022-10-04,S005,P0009,Groceries,North,301,87,0,93.39,10,Rainy,99.24,Autumn,123
2022-10-04,S005,P0010,Groceries,North,110,110,0,71.41,5,Rainy,63.19,Autumn,157
2022-10-04,S005,P0011,Electronics,North,351,40,0,69.71,0,Rainy,81.87,Autumn,55
2022-10-04,S005,P0012,Furniture,North,578,47,0,116.27,5,Rainy,126.16,Autumn,59
2022-10-04,S005,P0013,Groceries,North,402,75,0,67.18,10,Rainy,60.2,Autumn,84
2022-10-04,S005,P0014,Furniture,North,187,43,0,143.96,10,Rainy,164.12,Autumn,65
2022-10-04,S005,P0015,Groceries,North,125,102,0,52.66,5,Rainy,61.94,Autumn,130
2022-10-04,S005,P0016,Toys,North,625,113,0,36.5,5,Rainy,31.47,Autumn,108
2022-10-04,S005,P0017,Toys,North,127,121,137,36.18,10,Rainy,41.17,Autumn,115
2022-10-04,S005,P0018,Clothing,North,139,79,130,24.03,5,Rainy,21.27,Autumn,126
2022-10-04,S005,P0019,Furniture,North,220,57,172,140.59,10,Rainy,127.21,Autumn,92
2022-10-04,S005,P0020,Toys,North,171,129,107,29.66,10,Rainy,33.3,Autumn,115
2022-10-05,S001,P0001,Electronics,North,255,100,187,76.69,0,Rainy,68.39,Autumn,100
2022-10-05,S001,P0002,Clothing,North,109,109,124,65.48,10,Rainy,64.92,Autumn,113
2022-10-05,S001,P0003,Clothing,North,477,91,0,57.15,0,Rainy,60.64,Autumn,107
2022-10-05,S001,P0004,Electronics,North,159,70,181,101.37,10,Rainy,90.15,Autumn,92
2022-10-05,S001,P0005,Groceries,North,1212,88,0,59.11,0,Rainy,58.57,Autumn,82
2022-10-05,S001,P0006,Toys,North,241,92,0,39.75,5,Rainy,42.05,Autumn,101
2022-10-05,S001,P0007,Groceries,North,458,54,0,20.63,5,Rainy,22.38,Autumn,60
2022-10-05,S001,P0008,Electronics,North,100,100,88,45.65,0,Rainy,53.18,Autumn,100
2022-10-05,S001,P0009,Clothing,North,125,125,122,95.16,0,Rainy,103.25,Autumn,115
2022-10-05,S001,P0010,Furniture,North,586,65,0,117.01,10,Rainy,105.55,Autumn,64
2022-10-05,S001,P0011,Furniture,North,205,44,0,143.45,5,Rainy,167.3,Autumn,55
2022-10-05,S001,P0012,Groceries,North,303,83,266,81.93,10,Rainy,75.49,Autumn,112
2022-10-05,S001,P0013,Toys,North,104,77,112,32.47,15,Rainy,28.76,Autumn,123
2022-10-05,S001,P0014,Groceries,North,638,92,0,60.79,15,Rainy,64.24,Autumn,92
2022-10-05,S001,P0015,Toys,North,141,41,0,12.72,15,Rainy,11.3,Autumn,60
2022-10-05,S001,P0016,Groceries,North,0,0,0,29.05,25,Rainy,27.15,Autumn,82
2022-10-05,S001,P0017,Toys,North,139,125,153,22.89,10,Rainy,25.0,Autumn,130
2022-10-05,S001,P0018,Groceries,North,123,108,160,63.41,20,Rainy,58.47,Autumn,170
2022-10-05,S001,P0019,Furniture,North,78,78,113,98.9,20,Rainy,117.88,Autumn,101
